community_unit,dive_id,n_frames,frames_present,dive_prevalence,mean_taxon_cover_percent,lat,long
Anemone_true_other,2025-09-sa-fr01-002,42,0,0,0,72.9571,-24.81585
Anemone_true_other,2025-09-sa-fr01-003,39,2,0.05128205128205128,0.06795006795006793,72.957083,-24.8051
Anemone_true_other,2025-09-sa-fr01-004,39,0,0,0,72.778611,-22.990556
Anemone_true_other,2025-09-sa-fr01-005,16,5,0.3125,1.5325938111030333,72.734683,-22.989967
Anemone_true_other,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Anemone_true_other,2025-09-sa-fr01-007,26,0,0,0,72.715617,-22.824317
Anemone_true_other,2025-09-sa-fr01-009,7,4,0.5714285714285714,6.5852311384833415,74.316733,-22.204767
Anemone_true_other,2025-09-sa-fr01-010,5,0,0,0,74.315883,-22.03875
Anemone_true_other,2025-09-sa-fr01-011,53,4,0.07547169811320754,0.15192002204499774,74.0932,-21.253383
Anemone_true_other,2025-09-sa-fr01-012,11,2,0.18181818181818182,0.2542911633820724,74.503917,-18.741783
Anemone_true_other,2025-09-sa-fr01-015,65,47,0.7230769230769231,4.904757252653264,74.865,-19.652778
Anemone_true_other,2025-09-sa-fr01-016,18,0,0,0,74.937222,-19.797778
Anemone_true_other,2025-09-sa-fr01-018,1,0,0,0,73.117778,-22.7225
Anemone_true_other,2025-09-sa-fr01-021,15,4,0.26666666666666666,0.39359951147552213,73.725,-24.051944
Anemone_true_other,2025-09-sa-fr01-022,3,0,0,0,73.360833,-25.301111
Anemone_true_other,2025-09-sa-fr01-025,14,7,0.5,3.9109412505147447,73.328611,-26.524167
Anemone_true_other,2025-09-sa-fr01-026,20,2,0.1,0.3768921841210997,72.426111,-24.870556
Anemone_true_other,2025-09-sa-fr01-028,40,0,0,0,70.468056,-21.981944
Bryozoan_hard_branching,2025-09-sa-fr01-002,42,3,0.07142857142857142,0.13952859389235137,72.9571,-24.81585
Bryozoan_hard_branching,2025-09-sa-fr01-003,39,8,0.20512820512820512,0.4455369266273064,72.957083,-24.8051
Bryozoan_hard_branching,2025-09-sa-fr01-004,39,14,0.358974358974359,3.3426009919752353,72.778611,-22.990556
Bryozoan_hard_branching,2025-09-sa-fr01-005,16,0,0,0,72.734683,-22.989967
Bryozoan_hard_branching,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Bryozoan_hard_branching,2025-09-sa-fr01-007,26,1,0.038461538461538464,0.16542597187758476,72.715617,-22.824317
Bryozoan_hard_branching,2025-09-sa-fr01-009,7,0,0,0,74.316733,-22.204767
Bryozoan_hard_branching,2025-09-sa-fr01-010,5,0,0,0,74.315883,-22.03875
Bryozoan_hard_branching,2025-09-sa-fr01-011,53,1,0.018867924528301886,0.038902937171756496,74.0932,-21.253383
Bryozoan_hard_branching,2025-09-sa-fr01-012,11,0,0,0,74.503917,-18.741783
Bryozoan_hard_branching,2025-09-sa-fr01-015,65,27,0.4153846153846154,1.441210020842182,74.865,-19.652778
Bryozoan_hard_branching,2025-09-sa-fr01-016,18,14,0.7777777777777778,4.553299838902531,74.937222,-19.797778
Bryozoan_hard_branching,2025-09-sa-fr01-018,1,0,0,0,73.117778,-22.7225
Bryozoan_hard_branching,2025-09-sa-fr01-021,15,0,0,0,73.725,-24.051944
Bryozoan_hard_branching,2025-09-sa-fr01-022,3,1,0.3333333333333333,0.411522633744856,73.360833,-25.301111
Bryozoan_hard_branching,2025-09-sa-fr01-025,14,3,0.21428571428571427,0.6624553110149124,73.328611,-26.524167
Bryozoan_hard_branching,2025-09-sa-fr01-026,20,0,0,0,72.426111,-24.870556
Bryozoan_hard_branching,2025-09-sa-fr01-028,40,0,0,0,70.468056,-21.981944
Coral_hydrocoral_branching,2025-09-sa-fr01-002,42,7,0.16666666666666666,0.32015371570053325,72.9571,-24.81585
Coral_hydrocoral_branching,2025-09-sa-fr01-003,39,9,0.23076923076923078,0.37330134610037746,72.957083,-24.8051
Coral_hydrocoral_branching,2025-09-sa-fr01-004,39,12,0.3076923076923077,1.1538709776699831,72.778611,-22.990556
Coral_hydrocoral_branching,2025-09-sa-fr01-005,16,16,1,42.26383049976394,72.734683,-22.989967
Coral_hydrocoral_branching,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Coral_hydrocoral_branching,2025-09-sa-fr01-007,26,14,0.5384615384615384,3.708300964529894,72.715617,-22.824317
Coral_hydrocoral_branching,2025-09-sa-fr01-009,7,0,0,0,74.316733,-22.204767
Coral_hydrocoral_branching,2025-09-sa-fr01-010,5,3,0.6,2.828544061302682,74.315883,-22.03875
Coral_hydrocoral_branching,2025-09-sa-fr01-011,53,13,0.24528301886792453,6.381328987488155,74.0932,-21.253383
Coral_hydrocoral_branching,2025-09-sa-fr01-012,11,3,0.2727272727272727,2.3013024986709194,74.503917,-18.741783
Coral_hydrocoral_branching,2025-09-sa-fr01-015,65,44,0.676923076923077,5.873395055112955,74.865,-19.652778
Coral_hydrocoral_branching,2025-09-sa-fr01-016,18,14,0.7777777777777778,4.175135146057635,74.937222,-19.797778
Coral_hydrocoral_branching,2025-09-sa-fr01-018,1,0,0,0,73.117778,-22.7225
Coral_hydrocoral_branching,2025-09-sa-fr01-021,15,12,0.8,7.398680141954945,73.725,-24.051944
Coral_hydrocoral_branching,2025-09-sa-fr01-022,3,2,0.6666666666666666,1.7824074074074074,73.360833,-25.301111
Coral_hydrocoral_branching,2025-09-sa-fr01-025,14,12,0.8571428571428571,8.913705570954875,73.328611,-26.524167
Coral_hydrocoral_branching,2025-09-sa-fr01-026,20,8,0.4,1.5068647949932006,72.426111,-24.870556
Coral_hydrocoral_branching,2025-09-sa-fr01-028,40,21,0.525,2.419613927982428,70.468056,-21.981944
Coral_octocoral_massivesoft,2025-09-sa-fr01-002,42,10,0.23809523809523808,1.305387610503625,72.9571,-24.81585
Coral_octocoral_massivesoft,2025-09-sa-fr01-003,39,20,0.5128205128205128,1.7898991287872748,72.957083,-24.8051
Coral_octocoral_massivesoft,2025-09-sa-fr01-004,39,0,0,0,72.778611,-22.990556
Coral_octocoral_massivesoft,2025-09-sa-fr01-005,16,0,0,0,72.734683,-22.989967
Coral_octocoral_massivesoft,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Coral_octocoral_massivesoft,2025-09-sa-fr01-007,26,0,0,0,72.715617,-22.824317
Coral_octocoral_massivesoft,2025-09-sa-fr01-009,7,0,0,0,74.316733,-22.204767
Coral_octocoral_massivesoft,2025-09-sa-fr01-010,5,0,0,0,74.315883,-22.03875
Coral_octocoral_massivesoft,2025-09-sa-fr01-011,53,0,0,0,74.0932,-21.253383
Coral_octocoral_massivesoft,2025-09-sa-fr01-012,11,0,0,0,74.503917,-18.741783
Coral_octocoral_massivesoft,2025-09-sa-fr01-015,65,13,0.2,0.6422348716396635,74.865,-19.652778
Coral_octocoral_massivesoft,2025-09-sa-fr01-016,18,0,0,0,74.937222,-19.797778
Coral_octocoral_massivesoft,2025-09-sa-fr01-018,1,0,0,0,73.117778,-22.7225
Coral_octocoral_massivesoft,2025-09-sa-fr01-021,15,8,0.5333333333333333,5.126633303982823,73.725,-24.051944
Coral_octocoral_massivesoft,2025-09-sa-fr01-022,3,0,0,0,73.360833,-25.301111
Coral_octocoral_massivesoft,2025-09-sa-fr01-025,14,0,0,0,73.328611,-26.524167
Coral_octocoral_massivesoft,2025-09-sa-fr01-026,20,0,0,0,72.426111,-24.870556
Coral_octocoral_massivesoft,2025-09-sa-fr01-028,40,0,0,0,70.468056,-21.981944
Echinoderm_brittlestar,2025-09-sa-fr01-002,42,40,0.9523809523809523,13.1725156662826,72.9571,-24.81585
Echinoderm_brittlestar,2025-09-sa-fr01-003,39,39,1,16.953318377829653,72.957083,-24.8051
Echinoderm_brittlestar,2025-09-sa-fr01-004,39,39,1,9.883749427343162,72.778611,-22.990556
Echinoderm_brittlestar,2025-09-sa-fr01-005,16,16,1,15.060022480523953,72.734683,-22.989967
Echinoderm_brittlestar,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Echinoderm_brittlestar,2025-09-sa-fr01-007,26,25,0.9615384615384616,5.601396143907367,72.715617,-22.824317
Echinoderm_brittlestar,2025-09-sa-fr01-009,7,5,0.7142857142857143,1.8368421477000205,74.316733,-22.204767
Echinoderm_brittlestar,2025-09-sa-fr01-010,5,1,0.2,0.22988505747126436,74.315883,-22.03875
Echinoderm_brittlestar,2025-09-sa-fr01-011,53,53,1,18.88065365784812,74.0932,-21.253383
Echinoderm_brittlestar,2025-09-sa-fr01-012,11,11,1,17.108735596484816,74.503917,-18.741783
Echinoderm_brittlestar,2025-09-sa-fr01-015,65,65,1,14.13046071899647,74.865,-19.652778
Echinoderm_brittlestar,2025-09-sa-fr01-016,18,14,0.7777777777777778,3.2151762376000272,74.937222,-19.797778
Echinoderm_brittlestar,2025-09-sa-fr01-018,1,1,1,41.11111111111111,73.117778,-22.7225
Echinoderm_brittlestar,2025-09-sa-fr01-021,15,9,0.6,1.3745922232231955,73.725,-24.051944
Echinoderm_brittlestar,2025-09-sa-fr01-022,3,3,1,3.7345679012345676,73.360833,-25.301111
Echinoderm_brittlestar,2025-09-sa-fr01-025,14,9,0.6428571428571429,2.5884013647419617,73.328611,-26.524167
Echinoderm_brittlestar,2025-09-sa-fr01-026,20,20,1,25.382324497490295,72.426111,-24.870556
Echinoderm_brittlestar,2025-09-sa-fr01-028,40,40,1,11.91033102556115,70.468056,-21.981944
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-002,42,13,0.30952380952380953,1.8898908770884273,72.9571,-24.81585
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-003,39,23,0.5897435897435898,2.659108495592209,72.957083,-24.8051
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-004,39,4,0.10256410256410256,1.5072149944456097,72.778611,-22.990556
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-005,16,0,0,0,72.734683,-22.989967
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-007,26,0,0,0,72.715617,-22.824317
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-009,7,2,0.2857142857142857,5.135128440139711,74.316733,-22.204767
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-010,5,0,0,0,74.315883,-22.03875
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-011,53,1,0.018867924528301886,0.25728987993138924,74.0932,-21.253383
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-012,11,0,0,0,74.503917,-18.741783
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-015,65,26,0.4,1.6716657141836446,74.865,-19.652778
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-016,18,9,0.5,4.116374385923096,74.937222,-19.797778
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-018,1,0,0,0,73.117778,-22.7225
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-021,15,0,0,0,73.725,-24.051944
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-022,3,0,0,0,73.360833,-25.301111
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-025,14,0,0,0,73.328611,-26.524167
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-026,20,3,0.15,0.3704907463191384,72.426111,-24.870556
Echinoderm_crinoid_unstalked,2025-09-sa-fr01-028,40,1,0.025,0.03164556962025318,70.468056,-21.981944
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-002,42,18,0.42857142857142855,1.9821082254942672,72.9571,-24.81585
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-003,39,7,0.1794871794871795,0.44520303808229517,72.957083,-24.8051
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-004,39,0,0,0,72.778611,-22.990556
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-005,16,1,0.0625,0.0686813186813187,72.734683,-22.989967
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-006,16,14,0.875,10.622795255215797,72.7196,-22.922033
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-007,26,0,0,0,72.715617,-22.824317
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-009,7,0,0,0,74.316733,-22.204767
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-010,5,0,0,0,74.315883,-22.03875
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-011,53,0,0,0,74.0932,-21.253383
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-012,11,2,0.18181818181818182,0.46650717703349287,74.503917,-18.741783
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-015,65,1,0.015384615384615385,0.018099547511312205,74.865,-19.652778
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-016,18,0,0,0,74.937222,-19.797778
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-018,1,0,0,0,73.117778,-22.7225
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-021,15,0,0,0,73.725,-24.051944
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-022,3,0,0,0,73.360833,-25.301111
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-025,14,2,0.14285714285714285,0.962655230947914,73.328611,-26.524167
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-026,20,0,0,0,72.426111,-24.870556
Macroalgae_encrusting_red_calcareous,2025-09-sa-fr01-028,40,40,1,18.16673136339255,70.468056,-21.981944
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-002,42,6,0.14285714285714285,0.3928050908991759,72.9571,-24.81585
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-003,39,28,0.717948717948718,2.710253712601839,72.957083,-24.8051
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-004,39,28,0.717948717948718,1.3326944434556418,72.778611,-22.990556
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-005,16,0,0,0,72.734683,-22.989967
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-007,26,18,0.6923076923076923,1.7994911566950857,72.715617,-22.824317
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-009,7,3,0.42857142857142855,2.0779817765633366,74.316733,-22.204767
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-010,5,3,0.6,6.407088122605364,74.315883,-22.03875
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-011,53,35,0.660377358490566,2.188294648442727,74.0932,-21.253383
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-012,11,0,0,0,74.503917,-18.741783
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-015,65,50,0.7692307692307693,3.3163069896190667,74.865,-19.652778
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-016,18,16,0.8888888888888888,6.931592355832549,74.937222,-19.797778
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-018,1,0,0,0,73.117778,-22.7225
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-021,15,15,1,6.0055142916752215,73.725,-24.051944
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-022,3,3,1,4.434156378600823,73.360833,-25.301111
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-025,14,5,0.35714285714285715,1.4747278847032204,73.328611,-26.524167
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-026,20,16,0.8,4.379403141061239,72.426111,-24.870556
Mollusc_bivalvia_burrowingclam,2025-09-sa-fr01-028,40,27,0.675,1.5779664381807788,70.468056,-21.981944
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-002,42,11,0.2619047619047619,0.3600103257397499,72.9571,-24.81585
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-003,39,1,0.02564102564102564,0.03512469265893923,72.957083,-24.8051
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-004,39,0,0,0,72.778611,-22.990556
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-005,16,9,0.5625,1.6762216327954051,72.734683,-22.989967
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-007,26,4,0.15384615384615385,0.6126666505191989,72.715617,-22.824317
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-009,7,0,0,0,74.316733,-22.204767
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-010,5,0,0,0,74.315883,-22.03875
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-011,53,13,0.24528301886792453,2.521167161487658,74.0932,-21.253383
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-012,11,10,0.9090909090909091,6.182093264351912,74.503917,-18.741783
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-015,65,13,0.2,0.3481282527959622,74.865,-19.652778
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-016,18,5,0.2777777777777778,1.633096289148545,74.937222,-19.797778
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-018,1,0,0,0,73.117778,-22.7225
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-021,15,0,0,0,73.725,-24.051944
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-022,3,3,1,10.524691358024691,73.360833,-25.301111
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-025,14,13,0.9285714285714286,12.396249454742762,73.328611,-26.524167
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-026,20,0,0,0,72.426111,-24.870556
Sponge_true_demospongiae_crust_encrusting,2025-09-sa-fr01-028,40,38,0.95,7.264644408838497,70.468056,-21.981944
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-002,42,5,0.11904761904761904,0.16300291145011647,72.9571,-24.81585
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-003,39,7,0.1794871794871795,0.2710587800911069,72.957083,-24.8051
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-004,39,0,0,0,72.778611,-22.990556
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-005,16,0,0,0,72.734683,-22.989967
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-006,16,0,0,0,72.7196,-22.922033
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-007,26,0,0,0,72.715617,-22.824317
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-009,7,0,0,0,74.316733,-22.204767
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-010,5,0,0,0,74.315883,-22.03875
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-011,53,3,0.05660377358490566,0.3103508266010794,74.0932,-21.253383
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-012,11,0,0,0,74.503917,-18.741783
Tunicate_ascidian_stalked_solitary,2025-09-sa-fr01-015,65,47,0.7230769230769231,9.70663750466639,74.865,-19.652778
